,ID,logP,m3p6,e3p6,m4p5,e4p5,colour,ecolour,id_compare,Target_name,RA_1,Dec_1,source_id,ra_2,ra_error,dec_2,dec_error,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_template_logg,rv_template_fe_h,phot_variable_flag,teff_val,a_g_val,Separation,Galaxy
0,SVul,1.835,4.3580000000000005,0.003,4.394,0.003,-0.036000000000000004,0.002,svul,s_vul,297.09916,27.286379999999998,2027971514401523456,297.0991768928588,0.02406433574722832,27.286481851581048,0.028662093972951424,0.3049998095034296,0.04063843715467825,-3.4014915173970923,-5.9228287366077454,8.053449,2.201367,10.461648950835324,2.70265361228126,4.5,0.0,NOT_AVAILABLE,3793.5,,0.37062762010631695,MW
1,GYSge,1.7080000000000002,4.311,0.003,4.345,0.004,-0.034,0.003,gysge,gy_sge,293.80666,19.20222,1825211056159949440,293.8067715126223,0.02954029512231977,19.202388670274306,0.035360047762290014,0.2360667880004048,0.050649949764726816,-1.4879851389085277,-4.3199210837986834,8.815408,2.764813,10.73779215249557,6.370517728836554,4.5,0.0,NOT_AVAILABLE,3502.5024,1.1187,0.7158437083444341,MW
2,SVVul,1.653,3.7110000000000003,0.005,3.7880000000000003,0.005,-0.077,0.003,svvul,sv_vul,297.87875,27.46,2027951173435143680,297.87876445836974,0.019260623597245632,27.46020706685309,0.024925443320687152,0.3728552994205654,0.030349340157764505,-2.1388719815462194,-5.819676330303803,6.869970299999999,1.8920994,3.1815712193298884,4.34414726194784,1.0,0.0,VARIABLE,3986.0598,0.5307,0.7468700811082057,MW
3,UCar,1.589,3.3569999999999998,0.005,3.415,0.006,-0.057999999999999996,0.003,ucar,u_car,164.45083,-59.73222,5338359442320395904,164.45072691323284,0.024662608466877026,-59.73217958160141,0.025608102389162668,0.4789725460644777,0.02934175031712237,-5.965910255186802,2.1714772542897243,6.795809700000001,1.1465983,18.100980910452265,4.5325856361732395,1.0,0.0,VARIABLE,5143.45,,0.236985521729732,MW
4,lCar,1.551,0.925,0.004,1.047,0.004,-0.122,0.003,lcar,l_Car,146.311667,-62.50788000000001,5250032958815432832,146.31159660092175,0.2397093636054766,-62.507868900473525,0.2480825394676389,0.777286446628971,0.2564966040067295,-11.97431088141446,8.491687036262167,7.502631699999999,,,,,,VARIABLE,,,0.12362871870399653,MW
5,TMon,1.432,3.359,0.006,3.425,0.005,-0.066,0.003,tmon,t_mon,96.30416,7.08555,3324535073449061504,96.3041689864363,0.05553933358983349,7.085697688257621,0.056445452178332786,0.5329605449881821,0.06597673017828239,0.7687251283554742,-3.1943251887924884,6.1228223,1.5060228999999998,29.344876067672335,11.794146442674053,1.0,0.0,VARIABLE,4626.0,,0.5326461106932979,MW
6,WZSgr,1.339,4.364,0.006,4.4430000000000005,0.005,-0.079,0.003,wzsgr,wz_sgr,274.24875,-19.07555,4094784475310672128,274.2488214288621,0.056500148877153815,-19.075831364871046,0.06016326767407836,0.513103069763086,0.07734069923494798,1.1445328975432267,-0.2447728195386404,7.652411,1.8202471999999998,7.669087219327881,9.951633439267145,4.5,0.0,VARIABLE,4100.045,,1.0416593813942563,MW
7,RUSct,1.294,4.856,0.005,4.873,0.005,-0.017,0.002,rusct,ru_sct,280.485,-4.11055,4258436301367796480,280.48492496253795,0.05761679802165664,-4.110662959560294,0.05763944753102504,0.4307011757947311,0.07042463140969232,0.2317741294000097,-0.7467090833579911,8.808347,2.2877264,,,,,VARIABLE,4388.5,,0.48781728291188503,MW
8,SZAql,1.234,4.981,0.005,5.032,0.005,-0.051,0.002,szaql,sz_aql,286.16416,1.30611,4267549637851481344,286.1642345250515,0.038347413341981385,1.3061436351235949,0.03780611106633044,0.42102473589381617,0.04492001761544887,0.2852756918637999,-2.5117106108997467,7.9862185,1.7549343000000002,,,,,VARIABLE,3933.3333,0.4703,0.2942858334194864,MW
9,YOph,1.234,2.528,0.002,2.5,0.002,0.027999999999999997,0.001,yoph,Y_Oph,268.16125,-6.14361,4175017625462647168,268.16124480829126,0.06939401124461163,-6.143596439681604,0.06868790218195113,1.361059042016258,0.08344344352410059,-3.233863208016772,-4.646433403546927,5.5648613,2.3543543999999996,-0.3996957602785134,3.5769163559789465,4.5,0.0,VARIABLE,3859.0,,0.052234419638587916,MW
10,CDCyg,1.232,5.477,0.005,5.53,0.005,-0.053,0.002,cdcyg,cd_cyg,301.11082999999996,34.11222,2058374144759464064,301.1106616130615,0.026117524062872974,34.11225029069249,0.025665398293731555,0.3807575167857327,0.033244288008049766,-2.001121976389968,-5.561868655138365,8.637457000000001,1.7309322,,,,,VARIABLE,4119.467000000001,,0.5136014911989256,MW
11,XCyg,1.214,3.678,0.005,3.728,0.005,-0.05,0.002,xcyg,X_Cyg,310.85083,35.58777,1870258975238302208,310.85076345786524,0.019116769642181317,35.58777728102456,0.020563349395409183,0.8982672586263467,0.027007756189095483,-6.796780793880536,-5.00133693966762,6.9698887,1.0525584,,,,,VARIABLE,5143.45,,0.19656489713590303,MW
12,TTAql,1.138,3.875,0.005,3.909,0.004,-0.034,0.002,ttaql,tt_aql,287.05708,1.29861,4267397694768545920,287.0572892939592,0.045545791548218265,1.2986321190011745,0.0438661871052228,0.8880773098797794,0.05447484333684092,-0.27237532554187666,-4.554702816891761,6.945232000000001,1.7441063,,,,,VARIABLE,3955.6667,,0.7574618391720231,MW
13,V340Nor,1.053,5.452999999999999,0.002,5.48,0.002,-0.027000000000000003,0.001,v340nor,V340_Nor,243.32332999999997,-54.234719999999996,5932569709575669504,243.32248385662487,0.04266879787816222,-54.23489647010972,0.021404331642953404,0.487026113718176,0.0534328987030064,-2.098525232073604,-2.51255238337205,8.037764,1.4532199,-41.698031303780496,1.640427336679852,2.0,0.0,VARIABLE,4740.075,,1.8903001287682328,MW
14,TWNor,1.033,6.152,0.003,6.16,0.004,-0.008,0.002,twnor,TW_Nor,241.23,-51.95361,5981406000300438016,241.23009579154674,0.03617782815671114,-51.9535268650364,0.020892647871857926,0.35051871681111224,0.045361480205984614,-2.1940391427965844,-2.835258537565831,10.5042515,2.5493574,-59.66370067142907,4.165140293752248,2.0,0.25,NOT_AVAILABLE,3712.01,,0.367071311405544,MW
15,zetaGem,1.0070000000000001,2.025,0.002,2.037,0.003,-0.012,0.001,zetagem,Zeta_Gem,106.02708,20.57027,3366754155291077632,106.02717789987445,0.2972021443574035,20.570294371690366,0.26601938252676044,2.2496770700681155,0.3006087557941395,-6.342494199226874,-1.7073079969778564,4.065783000000001,1.0162146,10.368092367435144,13.058811622763596,1.5,0.25,VARIABLE,5143.45,,0.34143417574126905,MW
16,betaDor,0.993,1.858,0.003,1.871,0.003,-0.013000000000000001,0.002,betador,Beta_Dor,83.40625,-62.48972,4757601523650165120,83.40630967798377,0.2573636753778136,-62.48977125108528,0.29666866588536595,3.1118701982234143,0.28452436159852673,0.8004967763939882,9.4578404074484,5.8134713,,,,,,VARIABLE,,,0.20949839711329069,MW
17,SNor,0.9890000000000001,4.066,0.003,4.085,0.003,-0.019,0.002,snor,S_Nor,244.71582999999998,-57.899719999999995,5835124087174043136,244.71595242468112,0.03727087615527303,-57.89980251724189,0.022118537558094842,1.0615750912204691,0.04220963229268318,-1.4149714383947076,-2.2867223433246053,6.150488,1.2682366000000003,-1.3763386482022335,2.654812561008928,2.0,0.25,VARIABLE,5065.75,,0.3782823028971057,MW
18,SSge,0.9229999999999999,3.6519999999999997,0.003,3.661,0.003,-0.009000000000000001,0.001,ssge,S_Sge,299.005,16.63472,1820309639468685824,299.0052638691185,0.05914538294236826,16.63476448387764,0.05318458359770867,0.6425529353755096,0.09315620122279228,1.7629273706108894,-5.428028782233733,5.718552,1.0886168,-16.4586827913118,3.9784019724887143,1.0,0.25,VARIABLE,5076.0,,0.9241543551331854,MW
19,DLCas,0.903,5.7829999999999995,0.003,5.791,0.003,-0.008,0.001,dlcas,DL_Cas,7.49375,60.211940000000006,428620663657823232,7.494096943580793,0.026028557037513528,60.21195747222775,0.026152621587517744,0.4222300559221184,0.034159352477810705,-2.5690015541236093,-1.4701762469058193,8.575204,1.5618843999999998,,,,,VARIABLE,4397.6353,,0.6236728624455329,MW
20,UVul,0.903,3.7969999999999997,0.003,3.778,0.003,0.019,0.001,uvul,U_Vul,294.15708,20.33305,1825621002188696448,294.15720453209343,0.024772655381799083,20.332931765237802,0.032738266319253265,1.0529894731273517,0.03896729647936743,0.905571173983876,-0.9598756789558418,6.691198299999999,1.8431686999999999,-2.680865078509328,2.5220015278170065,4.5,0.0,VARIABLE,3975.0,0.728,0.5982420897024677,MW
21,WSgr,0.8809999999999999,2.721,0.003,2.719,0.004,0.002,0.001,wsgr,W_Sgr,271.255,-29.58,4050309195613114624,271.25513211863625,0.2928375668150175,-29.580109066979976,0.2726653031233966,1.1797945591076429,0.4125448568152356,4.367513665801583,-5.7694050136906085,7.224647,,-25.443481699626414,6.92369328705624,2.5,0.25,VARIABLE,,,0.5703180755295552,MW
22,etaAql,0.856,1.864,0.003,1.865,0.003,-0.001,0.001,etaaql,Eta_Aql,298.11791,1.00555,4240272953376907648,298.1182422626836,0.41398277011336,1.0056231429433782,0.3637878790197315,2.612058742147453,0.4853947331323922,7.626831604317554,-8.7116281283426,6.984803,,,,,,NOT_AVAILABLE,,,1.2246053833042059,MW
23,UAql,0.847,3.738,0.003,3.736,0.003,0.002,0.001,uaql,U_Aql,292.33875,-7.044160000000001,4207681367143932800,292.3390103696164,0.09377122047359224,-7.04412430545741,0.08223272786601478,0.960059200414642,0.10477760811453322,1.9830822441104652,-12.822719243128887,9.442853999999999,1.0204434,-5.710186623792667,5.851657687795647,4.5,0.0,VARIABLE,5095.6333,,0.9390888407604976,MW
24,XSgr,0.846,2.423,0.003,2.4090000000000003,0.003,0.013999999999999999,0.001,xsgr,X_Sgr,266.89,-27.83083,4057701830728920064,266.8900756009316,0.18283263717307527,-27.830833242791314,0.16156360653434848,3.4314367740607445,0.2019658107192288,-5.097200044094543,-9.722093440156002,4.316964,1.0354912,,,,,VARIABLE,5249.0,,0.2409651382985413,MW
25,USgr,0.8290000000000001,3.824,0.003,3.822,0.003,0.002,0.001,usgr,U_Sgr,277.97208,-19.125,4092905375639902464,277.97220975806414,0.03758696306881837,-19.12509894398897,0.0355964500463969,1.4600813301331412,0.044714486570567306,-1.6813805097124397,-6.030202718137796,6.501302,1.5375996,19.377589405667923,2.82363250115562,1.5,0.0,VARIABLE,4287.565,,0.5671540715302791,MW
26,V367Sct,0.799,6.437,0.001,6.41,0.002,0.027000000000000003,0.001,v367sct,V367_Sct,278.39666,-10.42722,4155020566971108224,278.39681411901483,0.04066891899628061,-10.427258437383633,0.04058781379302223,0.42025388801512586,0.05281946167721692,0.065781919672349,-0.02043210705383971,10.502614,2.4306755,-9.557967979516787,3.4193476985378632,3.5,0.0,NOT_AVAILABLE,4640.3203,,0.5629375154423177,MW
27,YSgr,0.7609999999999999,3.486,0.003,3.483,0.003,0.003,0.001,ysgr,Y_Sgr,275.34541,-18.86,4096107909387492992,275.34576125981016,0.2004829059998716,-18.86003244245764,0.20195316719685394,-0.4702564268616369,0.2803666855965455,-3.1896994554646194,-8.03353594489528,8.204601,1.5897665,-3.143305054234084,4.523113854281044,1.0,0.0,VARIABLE,5095.6333,,1.2023299013508455,MW
28,VCen,0.74,4.405,0.003,4.4,0.003,0.005,0.001,vcen,V_Cen,218.1375,-56.887769999999996,5891675303053080704,218.137794571972,0.027222337120328517,-56.88774548800468,0.033762535664657985,1.3396571859609512,0.04474311950096547,-6.3993331069538675,-7.0310106215397,6.6745715,1.2764201000000002,-15.758946973145006,3.607254041911893,2.0,0.0,VARIABLE,5210.0,,0.5859908773291496,MW
29,CVMon,0.731,6.375,0.003,6.36,0.003,0.015,0.001,cvmon,CV_Mon,99.27,3.0638799999999997,3127142323596470144,99.27018865241855,0.034255206740707325,3.0639622659968966,0.0362030736984899,0.4822880238391721,0.04065929054765,0.396892063325969,-0.7961684669622398,9.604925,1.7819366,,,,,VARIABLE,4116.17,,0.7400233481012553,MW
30,CFCas,0.688,7.809,0.002,7.7829999999999995,0.002,0.026000000000000002,0.001,cfcas,CF_Cas,359.57457999999997,61.221109999999996,2011892703004353792,359.57487138800104,0.02200565872600869,61.221054034898394,0.025523750513212592,0.2871388201326104,0.032163161953857634,-3.0737936905479595,-1.753801980291962,10.730986,1.6097536,-82.3241368966044,5.690099085789231,4.5,0.0,VARIABLE,4297.778,0.5123,0.5437250338121155,MW
31,FFAql,0.65,3.378,0.001,3.353,0.001,0.025,0.001,ffaql,FF_Aql,284.56125,17.36083,4514145288240593408,284.56144610823776,0.08170313337259423,17.36087370956297,0.08611362823444163,1.8097578759340802,0.10703754259785553,-1.06756172636372,-9.692630498095152,5.1433163,1.1482253,-14.74883261818198,1.8941448149858413,4.5,0.0,VARIABLE,4900.0,,0.6919569691204991,MW
32,TVul,0.647,4.114,0.003,4.111000000000001,0.003,0.003,0.001,tvul,T_Vul,312.8675,28.25055,1857884212378132096,312.8676764631163,0.06436622183047233,28.25048271235529,0.07937235215505734,1.6738045061961986,0.08914132808424953,3.4958888380314486,-5.08651110596958,5.440939,1.371902,-12.111750010654006,2.4073743059428656,1.0,0.0,VARIABLE,4707.25,,0.6097772578634227,MW
33,RTAur,0.5710000000000001,3.853,0.003,3.8489999999999998,0.003,0.004,0.001,rtaur,RT_Aur,97.14166,30.49305,3435571660360952704,97.14203181919578,0.18751550011270435,30.492978112513928,0.17548004062391365,1.4194052892008555,0.20331745782404706,-0.4405339045477904,-13.896464478823845,8.1842785,0.2504077,14.23068307438364,5.304381340978252,1.5,0.0,VARIABLE,7080.0,,1.182092532698371,MW
34,HV00872,1.4745076391169758,11.32,0.005,11.380999999999998,0.005,-0.061,0.002,hv872,HV00872,73.775,-67.475,4661718955761056128,73.77604283571434,0.05449580130122527,-67.47448330907561,0.04908683581446152,-0.06469755080175002,0.053487324605726284,1.4618015356000158,-0.10231482613469653,16.387127,-0.17528343,,,,,NOT_AVAILABLE,8903.75,,2.3512445126298864,LMC
35,HV00873,1.5368865644169551,10.872,0.006,10.902999999999999,0.006,-0.028999999999999998,0.002,hv873,HV00873,73.6,-70.901667,4654695997043515776,73.59909543440439,0.01773189711709261,-70.90159394650168,0.0234581852657672,0.007839361741063125,0.020391209943150683,1.9748836697837224,-0.10565318078355787,12.866419,1.1424046,246.1105777735724,10.019744106510156,3.5,0.0,VARIABLE,5006.285,,1.0974541193112248,LMC
36,HV00875,1.481986946998056,11.094000000000001,0.003,11.077,0.003,0.016,0.001,hv875,HV00875,74.1125,-69.380278,4655268052372716160,74.11467888468209,0.02009117452399547,-69.37965931139206,0.021606348711194642,0.005847570462958253,0.021578701918363644,1.9827529994658029,-0.09275800461314,12.748462,0.9398279,246.68469289778926,3.3177060888161014,3.5,0.0,VARIABLE,5360.0,1.163,3.5484738063382766,LMC
37,HV00876,1.3563318600114216,11.558,0.006,11.592,0.006999999999999999,-0.033,0.002,hv876,HV00876,74.3,-67.38166700000001,4661677857273271168,74.29841426454948,1.2833834193614293,-67.38220802558665,1.5341856960508375,-1.3997919097128195,1.1195917360205316,4.423575432772879,-2.1173058146084878,20.627693,0.41666412,,,,,NOT_AVAILABLE,,,2.9348907949221554,LMC
38,HV00877,1.6547058466136846,10.700999999999999,0.004,10.79,0.004,-0.08900000000000001,0.002,hv877,HV00877,74.25416700000001,-67.995278,4661550421263759360,74.25749655621381,0.01419812205874143,-67.99516419693686,0.013821477008329756,-0.02383689038476369,0.01373029252054266,1.683598474090081,-0.0231940905235354,13.084633,1.3450956,301.37580628485415,5.880647961498461,4.5,0.0,VARIABLE,4696.6323,,4.509760130952825,LMC
39,HV00878,1.3674677421179735,11.530999999999999,0.006999999999999999,11.559000000000001,0.006999999999999999,-0.027000000000000003,0.002,hv878,HV00878,74.4625,-69.958333,4655144838329879168,74.46272680136599,0.019331088894358483,-69.958245830867,0.023102673793321496,-0.04061998198855287,0.021167437999938025,1.9799733007732097,-0.18288582007517104,13.531452999999999,1.1336993999999998,,,,,VARIABLE,4919.7,,0.4204416634926327,LMC
40,HV00879,1.5663196215248114,10.923,0.006999999999999999,10.975999999999999,0.006999999999999999,-0.052000000000000005,0.002,hv879,HV00879,74.520833,-69.454444,4655264444562658176,74.5205367729185,0.3665406126929605,-69.4544179947209,0.4279034708336069,-0.15032765399543968,0.4189206884362688,1.95222200387878,2.3389317216489918,19.092203,0.9052906,,,,,NOT_AVAILABLE,,,0.3857930323615458,LMC
41,HV00881,1.5531545481696254,10.945,0.006999999999999999,10.995999999999999,0.006999999999999999,-0.051,0.002,hv881,HV00881,74.633333,-70.346111,4655107381879225856,74.63670097245166,0.014813925603837578,-70.34603237228768,0.017575745822548373,-0.052394341654167405,0.016186500970850275,1.989871319069885,0.03743490309893132,13.110031,1.2506846999999999,,,,,VARIABLE,4920.3203,,4.087810954994406,LMC
42,HV00882,1.5022358790557724,11.07,0.006,11.085999999999999,0.006,-0.016,0.002,hv882,HV00882,74.916667,-69.45611099999999,4655257847528879488,74.91846279804122,0.439086187944431,-69.45693054683647,1.0124830409506032,1.0425154606319056,0.515849509407276,2.57873730010352,-0.7877349833666206,19.819237,,,,,,NOT_AVAILABLE,,,3.7217477092814932,LMC
43,HV00883,2.1251558295805304,9.523,0.011000000000000001,9.479,0.01,0.044000000000000004,0.001,hv883,HV00883,75.029167,-68.45,4661326189635227648,75.03154050383336,0.020050701758687124,-68.45001809590617,0.02490817966766728,-0.04165508509783935,0.023733964063715998,1.7848643653000469,-0.04275051712643187,11.868307000000001,1.3085909,,,,,VARIABLE,4857.75,,3.1392227473648684,LMC
44,HV00886,1.3799035074515027,11.345999999999998,0.006,11.373,0.006,-0.027000000000000003,0.002,hv886,HV00886,75.783333,-66.230556,4662214526287376256,75.7836693758408,0.023877157437953583,-66.23097651019425,0.025800575345979283,-0.05671608769960897,0.02532685195069639,1.5139369242796783,0.2328923526742856,13.247279,1.1542386999999998,,,,,VARIABLE,4954.175,,1.5905731765413071,LMC
45,HV00887,1.1609484808646968,12.113,0.004,12.123,0.004,-0.01,0.001,hv887,HV00887,75.541667,-69.539722,4655206788943922688,75.54282008126759,0.01618083351843005,-69.53991862348913,0.0199460530422098,-0.02383832240387587,0.0167550467279693,1.8344128835899287,0.15795978667983324,14.011185999999999,1.0672607,,,,,VARIABLE,5097.885,,1.6144853009019398,LMC
46,HV00889,1.4115692036686325,11.374,0.006,11.432,0.005,-0.057,0.003,hv889,HV00889,75.954167,-68.933611,4661251354133911168,75.95631976031673,0.10789447975816699,-68.93339611261328,0.14817964611189752,0.11393196443524335,0.12970297903133404,2.0183670945786227,1.7763757383747794,17.533094000000002,1.174633,,,,,NOT_AVAILABLE,,,2.8911430493542545,LMC
47,HV00891,1.2373426293261744,11.860999999999999,0.005,11.873,0.005,-0.012,0.002,hv891,HV00891,76.0625,-69.026389,4661248605354026368,76.06458723543501,0.015773981610519253,-69.02669248740041,0.016249661002889996,-0.044119585224541936,0.016304612152198642,1.7584003769675427,0.1891358193895128,13.75581,1.0739555,,,,,VARIABLE,5055.0,,2.9029851447760358,LMC
48,HV00892,1.2038484637462348,12.185,0.006,12.190999999999999,0.006,-0.004,0.001,hv892,HV00892,76.083333,-68.72805600000001,4661260558268775296,76.0846756639369,1.2256189956102543,-68.72788131830835,1.9486323666944505,,,,,20.703093,,,,,,NOT_AVAILABLE,,,1.8629552231395412,LMC
49,HV00893,1.3245910857609264,11.638,0.006,11.673,0.006,-0.035,0.002,hv893,HV00893,76.5,-69.104167,4661245547336779520,76.50378634671168,0.01904166078209692,-69.10475694102787,0.02593854707059738,-0.07691402981306583,0.0219525205646934,1.9849101403809364,0.1940564124536624,13.961845,1.2222223,,,,,VARIABLE,4728.6665,,5.3052910471725045,LMC
50,HV00899,1.492019641665868,11.132,0.006999999999999999,11.185,0.006999999999999999,-0.051,0.002,hv899,HV00899,76.779167,-68.88833299999999,4661242901625990912,76.78007548490024,1.9310033064038965,-68.88946298494484,1.9036880186237204,,,,,20.047276,,,,,,NOT_AVAILABLE,,,4.2350694602817365,LMC
51,HV00900,1.676830733600716,10.51,0.006,10.547,0.006,-0.037000000000000005,0.002,hv900,HV00900,76.695833,-70.03694399999999,4655176208727986048,76.69710233926386,0.3933676345393273,-70.03765493277706,0.3579575643063042,-0.38074118760500736,0.3424719645723478,1.8000495977717204,0.3735135726982498,18.918015,0.8816966999999999,,,,,NOT_AVAILABLE,,,2.9973732834756226,LMC
52,HV00901,1.2664668954402414,11.989,0.006,12.02,0.005,-0.033,0.002,hv901,HV00901,76.920833,-69.24638900000001,4661229192086926848,76.92560422660868,0.01646505882440717,-69.24669551963238,0.02086301146450304,0.02693931336080106,0.019433924646063583,1.6650506190582692,0.1947813835903788,14.11535,1.2330531999999998,264.8905870567508,13.334232579604716,3.5,0.0,VARIABLE,4886.0,,6.185640626817023,LMC
53,HV00902,1.420615770625765,11.269,0.006,11.280999999999999,0.006,-0.012,0.002,hv902,HV00902,76.829167,-70.454167,4652067339621882112,76.83230143075669,0.2531245134596393,-70.45343534929772,0.43782403575978096,0.12097829571947477,0.2654523779604949,1.7959707167282395,-1.1202619028926997,19.036732,0.43696976,,,,,NOT_AVAILABLE,,,4.6032658665522685,LMC
54,HV00904,1.4829450077486899,11.174000000000001,0.006999999999999999,11.216,0.006999999999999999,-0.042,0.002,hv904,HV00904,77.070833,-68.779444,4661268052971865728,77.07282311504544,1.2203186664522638,-68.77989078621047,1.3713951956694896,,,,,19.616889999999998,0.13414001,,,,,NOT_AVAILABLE,,,3.051512116704417,LMC
55,HV00909,1.57479495416876,10.795,0.005,10.808,0.005,-0.012,0.001,hv909,HV00909,77.329167,-70.4575,4652057856331526912,77.3317985818498,0.16607127036426306,-70.457295194711,0.4610087928684116,-0.13919962372451514,0.2044772340683956,1.0160589464398502,-0.985974377831001,18.244415,,,,,,NOT_AVAILABLE,,,3.2536625499386127,LMC
56,HV00911,1.1434832106700616,12.29,0.005,12.297,0.005,-0.006999999999999999,0.002,hv911,HV00911,77.645833,-69.138056,4658233534149865728,77.64704525710886,0.4619957669710766,-69.13863777467918,0.6486495180731653,,,,,19.82113,,,,,,NOT_AVAILABLE,,,2.608017442354186,LMC
57,HV00914,0.8375253094496012,13.122,0.011000000000000001,13.088,0.009000000000000001,0.032,0.005,hv914,HV00914,78.19166700000001,-69.102222,4658243464089904768,78.19293364403863,0.2841661085378971,-69.10264884028207,0.4860547381580871,-0.04147059097630309,0.3273769463310582,2.3861350963859174,4.711798451349729,19.043362,0.94525146,,,,,NOT_AVAILABLE,,,2.2375808254370497,LMC
58,HV00932,1.1232307766985103,12.3,0.004,12.304,0.005,-0.005,0.002,hv932,HV00932,79.80833299999999,-69.604722,4658169766642059904,79.80976517120352,0.22418648212374928,-69.6051513386539,0.34645439772616426,-0.17665116423755747,0.2877710874301788,1.2332135202348764,-1.3519467074647296,18.908255,,,,,,NOT_AVAILABLE,,,2.370079021315153,LMC
59,HV00953,1.681675314854906,10.22,0.005,10.249,0.005,-0.025,0.002,hv953,HV00953,81.283333,-67.643889,4658656609733883648,81.28446858518926,0.024727214500425945,-67.64415389115773,0.023495514586694185,0.02660548131301254,0.02507030694216461,1.6819261510268708,0.18421637730840806,12.19555,1.1536703000000001,,,,,VARIABLE,5055.46,,1.8240734665608584,LMC
60,HV00955,1.1367205671564067,12.173,0.004,12.177,0.004,-0.004,0.001,hv955,HV00955,81.45,-67.351389,4658688976609931392,81.45214963256,0.014232323977104932,-67.35193156902459,0.014843802573074596,-0.02323346489895549,0.014461793313878216,1.5015000067557749,0.3558024072285237,13.961392000000002,1.084774,,,,,VARIABLE,5018.815,,3.563055633812507,LMC
61,HV00971,0.9683428309589455,12.681,0.015,12.68,0.018000000000000002,-0.001,0.005,hv971,HV00971,82.0625,-67.066389,4660187061197545856,82.0627254366428,1.4659130396717197,-67.06584544812762,1.3142791625933548,,,,,20.588228,0.6971741,,,,,NOT_AVAILABLE,,,1.9821767564682975,LMC
62,HV00997,1.1187605904423814,12.356,0.005,12.367,0.005,-0.012,0.002,hv997,HV00997,83.25416700000001,-68.190833,4658568545718662912,83.2541410422821,0.01897382662544325,-68.19100379510341,0.01881301299065336,-0.02087711235601944,0.01967538448248089,1.3833239445904868,0.4369007875379016,14.336448999999998,1.1006011999999998,,,,,VARIABLE,5024.0,,0.6158417203800188,LMC
63,HV01002,1.4839009596528898,10.99,0.006,11.017000000000001,0.006999999999999999,-0.026000000000000002,0.002,hv1002,HV01002,83.954167,-66.700556,4660280073032860032,83.95595408907927,0.020071008770384396,-66.70046820217233,0.02205392503100324,-0.005086697058805718,0.020480424060919458,1.547296039173508,0.5005458637546563,13.0133295,1.1782084,301.7051314940121,2.998044163013596,3.5,0.0,VARIABLE,4804.6665,,2.56425160188119,LMC
64,HV01003,1.3863027306975153,11.295,0.005,11.3,0.005,-0.004,0.001,hv1003,HV01003,83.9,-68.53416700000001,4657803697948563072,83.90066574288252,0.014933720656624325,-68.53439055625387,0.017237767722025697,-0.0619055435858779,0.016608851396462718,1.6064343851766356,0.5903455594633584,13.1036005,0.98916245,,,,,VARIABLE,5294.8926,,1.1903459602851436,LMC
65,HV01005,1.2722130365201425,11.922,0.006999999999999999,11.897,0.006,0.023,0.001,hv1005,HV01005,84.025,-68.820278,4657705291661072896,84.02643604429309,1.7685414551302914,-68.82023068632695,1.0905631176198227,,,,,20.205267000000003,,,,,,NOT_AVAILABLE,,,1.875558323590898,LMC
66,HV01006,1.1528079634190636,12.162,0.005,12.172,0.005,-0.01,0.001,hv1006,HV01006,84.341667,-69.483333,4657656741341203072,84.34093905544499,3.573989963805224,-69.48380141694207,6.125805598599809,,,,,21.206158,,,,,,NOT_AVAILABLE,,,1.920201902334241,LMC
67,HV01013,1.382575319649486,11.392000000000001,0.006,11.458,0.005,-0.064,0.002,hv1013,HV01013,84.970833,-67.83555600000001,4659341949072415104,84.97353318334915,0.013120309685633793,-67.83577087653491,0.015122333350304802,0.02049755274244689,0.014467706960200374,1.497503712433648,0.6815741544396554,13.566776999999998,1.2541838,,,,,VARIABLE,4848.8003,,3.74795642530589,LMC
68,HV01019,1.1354189050278523,12.252,0.003,12.253,0.003,0.001,0.001,hv1019,HV01019,85.7125,-70.136944,4657206074848960128,85.71278280676249,0.022105135713401586,-70.13673060621564,0.020800483864211853,-0.03751240067698628,0.01905906778762041,1.8682655147562448,0.7007330437309861,14.267853,1.1232061000000002,,,,,VARIABLE,4952.2075,,0.8425101487856961,LMC
